id,band,title,year
16128,25136,Guillotine,2010
16129,25143,Seven Churches,1985
16130,25143,Beyond the Gates,1986
16131,25145,Eternally Haunt,1995
16132,25148,It\'s Your Choice,2006
16133,25154,Cancer of Corruption,1995
16134,25164,Shout at the Evil,2005
16135,25165,Path of Deception,2014
16136,25167,Mirror of Modernity,2015
16137,25168,Threnody,2002
16138,25168,Crushing Torment,2006
16139,25169,Manifest Rebellion,2015
16140,25170,Olhos sem Vida,2012
16141,25170,In Absentia,2014
16142,25171,The End of Decency,2015
16143,25172,Purification of the Unhallowed,2007
16144,25173,Structures of a Dying Matter,2007
16145,25173,From the Mouth of the Passing,2008
16146,25173,In Silence and Grief We Decay,2011
16147,25173,God's Failed Creation,2013
16148,25174,Blood Covenant,2008
16149,25176,Prophet of Doom,2001
16150,25179,The Day of Massacre,2014
16151,25179,Lagu Jahat untuk Dia,2015
16152,25184,2012,2011
16153,25184,We Don't March Alone,2011
16154,25187,Eternal Wrath,2004
16155,25187,Raping Mankind Disorder,2008
16156,25187,Impending Hostility,2010
16157,25187,Redemption,2014
16158,25198,Prey | Pay | Obey,2012
16159,25201,Conform,2010
16160,25201,Genocide Meteorite Dynamite Alright,2012
16161,25204,Blood Curse Resurrection,2015
16162,25208,Primitivo,2008
16163,25208,World Out of Balance,2012
16164,25209,Among the Dead,2004
16165,25212,Desmembrada y penetrada,2014
16166,25212,Foca séptica,2014
16167,25214,Advent of the Black Omen,2006
16168,25214,Messiah of Darkness and Impurity,2008
16169,25214,Execration of Cruel Bestiality,2009
16170,25214,Nether Tombs of Abaddon,2012
16171,25218,Profanatitas de Domonatia,2007
16172,25218,Disgusting Blasphemies Against God,2010
16173,25218,Thy Kingdom Cum,2013
16174,25218,The Curling Flame of Blasphemy,2016
16175,25219,Dead Man Rotting,2001
16176,25219,Dead Body Fuck,2005
16177,25219,Lustful Screams of Torture,2007
16178,25219,Contorted Bodies in Pain,2011
16179,25229,Campos de sangre,2008
16180,25230,Anunciantes del final,1997
16181,25230,...hacia el armagedon,1999
16182,25230,VII veces VII,2003
16183,25230,Oro negro,2014
16184,25233,Black Widow,2012
16185,25233,Torture of Flesh,2015
16186,25235,The Omega Rising,2006
16187,25239,Swarm of Infection,2009
16188,25246,As You Sow| So You Shall Reap,2016
16189,25247,Rakyat Jelata,2001
16190,25250,The Experiment,2014
16191,25259,Pandemonic Ululations of Vesperic Palpitations,2010
16192,25259,Noctambulous Jaws Within Sempiternal Night,2013
16193,25261,Krew czarnej ziemi,1992
16194,25262,Misanthropic Nihilistic Terror,2007
16195,25268,Festering Fairytales,1990
16196,25270,Blind Patriot,1995
16197,25275,Deathwomb Catechesis,2012
16198,25279,La pasión de lo mortal,2001
16199,25279,Madremuerte,2016
16200,25284,Screaming Jiwa,2010
16201,25287,Alone,2012
16202,25288,The Regurgitation,2015
16203,25289,(si-ko-man-sur),2001
16204,25289,Butchered,2007
16205,25291,The Real View of the World,2000
16206,25292,Still Rotten| Dirty and Headless,2015
16207,25294,Last,2015
16208,25301,Psychotic Despair,2007
16209,25301,Personal Identity,2010
16210,25301,Words for Empty Spaces,2013
16211,25302,Antinomia,2015
16212,25303,Perceptions of the Damned,2016
16213,25306,Devilish Kiss of Death,2015
16214,25308,Dysphoria.delusioN.dementiA,2012
16215,25312,Public Assassin,2015
16216,25315,The Greedy Illness,2002
16217,25318,Arkanum,2005
16218,25320,Reaching the End,2012
16219,25320,Implosion of Pain,2014
16220,25321,Powerful,1994
16221,25321,...End?,1995
16222,25321,Influence Exerted! Effects:,1997
16223,25321,Toward the Individualism,1998
16224,25321,Like Blazes at Full Blast,2001
16225,25321,Grind Show,2008
16226,25321,Fierce,2009
16227,25321,Mad Dog Caressed - A Tribute to Our Raging Fathers,2010
16228,25321,Minutes of Pain,2011
16229,25325,Guidance Through Life,1999
16230,25326,NV DA,2002
16231,25326,Spiritual Warpath,2002
16232,25329,Part 1 (The Earth),2009
16233,25333,Nuklear Ritual,2011
16234,25335,Reaper of Souls,2006
16235,25335,Under Black Skies,2010
16236,25335,Flight of a Dying Sun,2012
16237,25338,O Firme Fundamento do Desespero Incessante,2009
16238,25338,Faixa de Gaza,2011
16239,25338,Nesse Chiqueiro Ninguém vai pro Céu,2014
16240,25342,The Chainsaw Memories,2013
16241,25344,Puaka Balava,1997
16242,25344,Legalize for Cannibalism,1998
16243,25344,We Pity We Didn't Kill You All,2000
16244,25344,Have the Munchies,2002
16245,25347,Hienas con corbata,2016
16246,25348,Pussy Gore Galore,2009
16247,25351,They're Coming to Get You,2011
16248,25354,Blood Cult,2012
16249,25359,Wellcome to Putrid World,2008
16250,25366,The Homage to Amnesty,2007
16251,25367,Novus Ordo Seclorum,2014
16252,25367,The Enthronement,2016
16253,25370,Mangled| Hollowed Out and Vomit Filled,2004
16254,25370,Dawn of the Necrofecalizer,2006
16255,25370,Fatal White Pustules upon Septic Organs,2007
16256,25370,Sledgehammer Holocaust,2008
16257,25370,Voiding upon the Pulverized,2016
16258,25371,Chaotic World,2014
16259,25373,Under the Cementery,2016
16260,25374,Lethal Lows,2014
16261,25378,Cult Whisperer,2016
16262,25378,Supremacy in Silence,2016
16263,25378,Somber Lullabies,2016
16264,25380,Mature Necropsy,2015
16265,25382,Putrid Scum,1999
16266,25387,Pubic Louse,2015
16267,25388,Funeral,2015
16268,25389,Unseen Truth,2001
16269,25392,Bleeding the Guilty,2007
16270,25392,The Root of Affliction,2010
16271,25394,Unveiling the Archetype,2014
16272,25396,Misanthropic Propaganda,2013
16273,25397,Instants,2000
16274,25397,The Beginning,2003
16275,25399,Bow,2006
16276,25401,Rationalism,2010
16277,25406,Reign of Terror,2016
16278,25409,Dracan Dreor,2012
16279,25412,The Unsolved of Euphony Destruction,1998
16280,25412,Born in the Land of Hate,2004
16281,25412,State of Emergency,2005
16282,25415,Engine of Misanthropy,2015
16283,25417,The Thin Line Between Hope and Ruin,2013
16284,25420,Invaze prvního stínu,2007
16285,25420,Chuť krve,2013
16286,25424,Lycanthropy 101,2015
16287,25426,Pandora,2007
16288,25426,Rajagnaruk,2011
16289,25426,III,2016
16290,25427,Vol. I,2014
16291,25432,Misanthropic Alchemy,2007
16292,25432,Take the Curse,2010
16293,25432,Possessed by the Rise of Magik,2011
16294,25434,Cancer,2006
16295,25434,Siege of Madness,2014
16296,25437,Behind the Mask... the Massacre,2006
16297,25437,The Contradiction Between Love and Hatred,2013
16298,25441,A Battle of Wills,2004
16299,25441,In the Circle of Throne,2005
16300,25441,Infernal Coldness,2007
16301,25442,Warning: Contains Audio,2007
16302,25444,Raped God,2004
16303,25444,The Executioner,2008
16304,25446,Crimes Against Humanity,2015
16305,25448,Razor Assisted Suicide Planet,1999
16306,25449,Devils in Renewed Birth,2007
16307,25452,Necrosadistic Ritual of Bongblazing Ashes,2012
16308,25454,Possessed,2008
16309,25457,Tales of the Dark Cult,2015
16310,25458,Infernal Devastation,2003
16311,25458,Get Fucking Slaughtered,2005
16312,25458,Violent Offense,2008
16313,25461,...and Emotions Are Spilled,2006
16314,25461,Enfeebling the Throne,2011
16315,25462,Essence Without Light,2013
16316,25463,Sounds for a Dying Age,2002
16317,25466,Four Steps into Fear,2007
16318,25469,Raw Death,2016
16319,25474,End in Sight,1993
16320,25475,Renacer,2015
16321,25476,Nuclear Monstrosity,2005
16322,25476,Grindcore Thrash,2013
16323,25477,Human Test Subjects,2011
16324,25478,Unleashing the Shemales of Vengeance,2009
16325,25478,Revenge of the Hermaphrodite Whores,2012
16326,25478,Orgy in Guts,2015
16327,25480,Worldwide Hypnotize,2012
16328,25480,Rottendam,2014
16329,25480,The Era of Precarity,2016
16330,25481,Re-Creation,2004
16331,25482,World Wide Doom,2014
16332,25485,21st Century Terminal World,2005
16333,25492,Awaken to War,2002
16334,25492,Bound to the Night,2003
16335,25504,True Zombie Metal,2004
16336,25504,Former Human Sergeant,2005
16337,25506,The Will to Sin,2010
16338,25508,Weakening the Structure,2004
16339,25511,Rebellion,2005
16340,25511,Blood Divine,2011
16341,25511,Svpremacy,2014
16342,25517,The Years,2008
16343,25518,Brutal Recompense,1992
16344,25522,Knife Behind the Smile,1998
16345,25522,MPFW,2000
16346,25524,Ruins of Eden,2014
16347,25527,Linked by Veins,2004
16348,25528,Bloody Sonnets,2005
16349,25531,Since 1893,2012
16350,25532,Crypt of Horror,2014
16351,25535,Collapse,2010
16352,25536,Doubtful Revelation,2000
16353,25537,Anatomy of Sickness,2011
16354,25542,Empty Illusions,1996
16355,25543,Rust,2005
16356,25544,Feeding the Abominable,2015
16357,25550,World of Hurt,1998
16358,25552,Interno primate,2016
16359,25554,Who Are Those of Leadership?,2002
16360,25554,The Art of Today,2003
16361,25555,Scenes of Blood and Betrayal,2012
16362,25556,12 on the Richter Scale,2008
16363,25557,The Junkyard of Infinity,2009
16364,25558,Krieger,2002
16365,25559,Died a Hero,2006
16366,25559,Where Evil Lies,2008
16367,25559,Remain,2010
16368,25560,El cuerpo de los condenados,2005
16369,25561,A Place to Die,2004
16370,25562,Perversemonger,2008
16371,25563,Crush Your Pride,2011
16372,25565,Ride into the Fire,2009
16373,25566,Pesadilla sin final,2000
16374,25567,Old World Order,2001
16375,25568,Lost Castle,2004
16376,25568,Intrusion from Hell,2005
16377,25573,Where Heavy Gloom Dominate,1998
16378,25573,Boundless Human Stupidity,2000
16379,25573,Mail Order Knife Set,2002
16380,25575,Violent Rituals to the Impending Darkness,2012
16381,25576,Maximum Perversum,2000
16382,25578,Epitome of Darkness,2006
16383,25582,Horrified,1989
16384,25583,Sacando cagada,2004
16385,25584,Disillusion,1998
16386,25584,Hard Burn,2001
16387,25584,A Little Piece of Hell,2002
16388,25585,Conflagration,2013
16389,25585,Preachers of Death,2015
16390,25586,Putrid Acts of Depravity,2016
16391,25589,Repulverizer,2003
16392,25590,Amerika Vendetta,2009
16393,25593,Танцы на трупах,2000
16394,25594,Our Only Hope Is Death,1997
16395,25599,Towards the Apocalypse,2012
16396,25600,Sangre del Cauca,2015
16397,25604,Agregados Onimodos Malditos,2005
16398,25604,Mapinguari,2014
16399,25611,Betrayed by God,2016
16400,25616,Why We Hate,2005
16401,25617,Stream of Excrements,2016
16402,25620,Human Disease,2009
16403,25621,Retaliatory Attack,2006
16404,25622,Withdrawal Syndromes,2012
16405,25625,Precursors to Extinction,2008
16406,25627,Sanitätslos,2011
16407,25628,C.H.A.O.S,2009
16408,25629,Songs of Soul and Psyche,1999
16409,25630,Retturn,1998
16410,25630,Strain,2001
16411,25630,Sounds of an Empty Gun,2010
16412,25631,Whirligig of the World,2001
16413,25631,... in the Deep,2002
16414,25631,Sal Lunæ,2006
16415,25631,The Ring of Moon,2013
16416,25635,Omen of Tragedy,2006
16417,25636,Prophecies of a Dying World,1991
16418,25637,Haunted Aeons,2007
16419,25637,Chapter III,2008
16420,25638,Triumph.Genocide.Antichrist,2003
16421,25638,Victory.Intolerance.Mastery,2004
16422,25638,Infiltration.Downfall.Death,2008
16423,25638,Scum.Collapse.Eradication,2012
16424,25638,Behold.Total.Rejection,2015
16425,25641,To Wither in the Black,2003
16426,25642,Dark Trembling Solace,2015
16427,25644,Bliss,2015
16428,25645,Within the Garden,1998
16429,25648,Vale dos Suicidas,2010
16430,25649,The World Falling in Tragedy,2006
16431,25650,Revolutionary Order,2014
16432,25659,Espiral de dolor,2007
16433,25659,La santa muerte,2010
16434,25659,La casa de las serpientes,2013
16435,25662,Gemartert Geschunden Verheert,2013
16436,25663,Gambling with Hades,2013
16437,25663,Demonside Vertigo,2014
16438,25665,Ice Disease,2016
16439,25667,Live and Learn,1989
16440,25667,Stress Related,1990
16441,25668,Bienvenidos a la ceremonia,2008
16442,25668,Habemus Diabolos,2014
16443,25670,1994-1997,1997
16444,25670,Filosofi,1997
16445,25670,Riivaaja,2000
16446,25670,Jälleensyntymä,2002
16447,25672,Riluttanza,2011
16448,25674,Beast of Riot,2010
16449,25674,Rusted Throne,2015
16450,25676,Ripfence,2016
16451,25679,Raising the Corpse,2014
16452,25679,Experiment of Existence,2016
16453,25681,Dreaming with the Dead,1991
16454,25683,Rise,2013
16455,25684,Patterns of War,2016
16456,25686,Sound Systematic Grind,1999
16457,25688,Trauma,2014
16458,25695,The Caryatid,2000
16459,25695,Totality,2001
16460,25695,An Ode to Sin,2005
16461,25696,The Asylum,2006
16462,25697,Rites to Sacrifice,2005
16463,25697,The Eliminatrix,2006
16464,25698,Necro-ritual,2013
16465,25698,Grimorios e invocaciones desde el templo de la perversión,2015
16466,25705,The Highest Law,1998
16467,25705,Every Nerve Alive,2000
16468,25705,The Birth of Tragedy,2002
16469,25705,I| Infidel,2005
16470,25711,New Tribe,2012
16471,25712,Six Years of Flesh,2013
16472,25712,Splatter Grind Abortion,2014
16473,25715,Gory Origins,2012
16474,25722,Echoes of Pain,2014
16475,25723,Fit for Human Consumption,2016
16476,25727,This Is Satanik,1998
16477,25727,Burning Metal,2001
16478,25728,Rome,2013
16479,25731,Dominate the Chaos,2011
16480,25732,Dirty Mankind Collapse,2010
16481,25734,Warpath,2014
16482,25738,The World Inside,2012
16483,25739,Ultraviolent,2004
16484,25739,Fall of Mankind,2005
16485,25740,Rotting to Death,2016
16486,25744,Grind Culture,2012
16487,25746,Rot'n'Roll,2008
16488,25746,Various Ways to Rot,2013
16489,25748,Inhuman Sovereign,2015
16490,25753,Let Be Us Corrupt,1992
16491,25760,Backwardness,1994
16492,25761,Decomposing,2003
16493,25764,Mysterion,2003
16494,25764,The Chronicles of Autumn Sorrow,2004
16495,25764,A Journey Through the Shadows of Time,2006
16496,25766,Lost in Entropy,2009
16497,25769,Ruin Lust,2013
16498,25770,Ukruina,2008
16499,25772,King ov the Bottomless Pit,2011
16500,25780,Molesting the Entrails of the Disemboweled,2003
16501,25784,Blood Soaked Soil,2006
16502,25785,Tides of Succession,2016
16503,25786,Unfinished Chapter of S.A.T.A.N's Comment to Reality,2007
16504,25790,No Fate,1995
16505,25791,The Maloik,2008
16506,25792,Satanic Priestess Ordering Ritualistic Killings,2006
16507,25793,Eruption of Filth,1998
16508,25795,Decomposed Remains,1991
16509,25795,Beltane Ritual,1992
16510,25795,The Gate Keeper,1992
16511,25795,Beyond the Baphomet,2007
16512,25797,The Intolerable Absence of Evil,2000
16513,25797,Your Weight in Blood and Vows,2001
16514,25798,Reopen the Womb,1997
16515,25798,Scaling the Vortex,1999
16516,25809,Recrucifiction,1995
16517,25810,River of Corticone,1996
16518,25810,The Distracting Stone,1997
16519,25811,Catastrophic Eyes,2008
16520,25811,Stigma of Delusion,2010
16521,25811,Beyond the Violence,2012
16522,25811,Circle of Psychopaths,2015
16523,25813,The Doomed to Loneliness,2009
16524,25813,...Paradise for Two,2010
16525,25815,Aeon of Chaos,2004
16526,25815,Shallow Grave,2009
16527,25816,Sinful Self,2015
16528,25818,Darkside,1993
16529,25818,Eye M God,1995
16530,25818,Anguish... I Harvest,1999
16531,25818,Translucid Dream Mirror,2001
16532,25818,Hekaton - The Return to Primordial Chaos,2003
16533,25819,Man Versus Machine,2007
16534,25821,Spreading Death,2011
16535,25825,Unholy Fucking Hatred,2011
16536,25825,SoulS for Sale,2014
16537,25827,The Rebirth,2002
16538,25827,Spontaneous Suicide,2009
16539,25827,The Great Oppression,2013
16540,25837,Darkness Secrets,2011
16541,25841,Unholier Master,2014
16542,25844,Res Sacra Miser,1996
16543,25844,Drastic Reality,1999
16544,25844,Darkstricken,2006
16545,25845,Win by Attrition,2002
16546,25849,Sensitive to Autumn,1993
16547,25854,Anal Intruder,2003
16548,25860,The Magus,1991
16549,25860,We Are Death... Fukk You!,1994
16550,25860,K.A.O.S.,1997
16551,25860,Fukk,2002
16552,25860,Fukk II,2004
16553,25865,Death as a Solution,2013
16554,25867,Sadomatic Goat Cult,2006
16555,25867,Goats Brew Alcolust,2007
16556,25867,Goatblood Panspermia,2010
16557,25873,I,2015
16558,25873,Control and Create,2016
16559,25874,Primary Miscarriage,2013
16560,25874,Поедемте жить...,2014
16561,25874,ЖЗЛ,2015
16562,25877,Against Saints and Sinners,2003
16563,25877,The Ways of Faith,2005
16564,25877,Vanitas Vanitatum,2011
16565,25877,Mea Culpa,2015
16566,25878,The Dusk of Millennium,2001
16567,25883,Hell Within,1997
16568,25883,Dense & Thick,2015
16569,25885,Relentless Torment,2012
16570,25885,Desolate Darkness,2015
16571,25891,Imperium słońca,2005
16572,25891,Triumf,2009
16573,25893,Salvatorium,2016
16574,25897,Lacerations,2008
16575,25898,Crypts of the Imbalance,2015
16576,25905,Inane,2000
16577,25905,Ancient Bitch,2006
16578,25909,PachanGore con el kekén infectado de gripe porcina,2015
16579,25913,Awaiting the Crow,2007
16580,25914,Salvation Through Sin,2010
16581,25915,Sans amertume,2015
16582,25916,Soiled Existence,2009
16583,25920,Heavy over the Home,2015
16584,25921,Im Schein des fahlen Lichts,2015
16585,25922,Through the First Sphere of Saturnus,2012
16586,25922,Circulata Mercurius,2016
16587,25927,Trio of Terror,2008
16588,25928,Macabre Human Mutilation,2000
16589,25931,Anywhere Out of the World,1997
16590,25932,Arts of Execution,1995
16591,25937,Visceral,2007
16592,25943,Human Nature,2011
16593,25949,The Enlightenment,1999
16594,25949,Knights of the Southern Cross,2001
16595,25950,Spawn of the Underdark,2007
16596,25952,In Contempt,2011
16597,25963,Satan Sluts,2005
16598,25968,Fake Messiah,2013
16599,25968,War on Terror,2014
16600,25971,Zombie Horde,2005
16601,25971,The Intersection,2006
16602,25973,Dead,2012
16603,25973,Pandemic,2015
16604,25986,Filth/Rot/War,2012
16605,25987,За4ем тебе жить,2004
16606,25987,Megapolis,2007
16607,25987,Копилка грехов,2009
16608,25987,Estu Preta,2012
16609,25987,Sentenced to Death,2014
16610,25990,Fusion,2006
16611,25990,Egod,2010
16612,25990,Youniverse,2013
16613,25992,Broken Bone Symphony,2013
16614,25992,Fresh Chunks,2014
16615,25992,Thank You| Fuck You & the Definitely Disgusting,2014
16616,25992,Sounds from the Sewer,2015
16617,25992,Human Garbage,2016
16618,25996,Sorrow and Skin,2013
16619,25999,Disciples of Warfare,2007
16620,26001,Progressive Nightmare,2007
16621,26003,In Memoriam,2016
16622,26007,Легенды большого города,2006
